,Unnamed: 0,Name,Station,FirstCategory,SecondCategory,TotalRating,ReviewNum,Lat,Long,Category,DinnerPriceLow,DinnerPriceHigh,LunchPriceLow,LunchPriceHigh
278,279,zensekikoshitsuizakayawazakurahitohira  ,Kyoto,Izakaya (Tavern),Seafood,3.02,11,34.989950559467,135.760263012429,Izakaya (Tavern) Seafood,￥3000,￥3999,,
279,280,saredowa  ,Kyoto,Izakaya (Tavern),Creative cuisine,3.38,11,34.9885642285296,135.755091561303,Izakaya (Tavern) Creative cuisine,￥3000,￥3999,,
280,281,gyokouchokusoukaisensakabaanji  ,Kawaramachi,Izakaya (Tavern),Seafood,3.53,83,35.0025773585975,135.765652816779,Izakaya (Tavern) Seafood,￥3000,￥3999,,
281,282,Rejon  ,Kawaramachi,French,Bistro,3.4,5,35.0043410421313,135.764696148361,French Bistro,￥4000,￥4999,￥1000,￥1999
282,283,Maruichi  ,Sanjo,Yakiniku (BBQ Beef),Korean cuisine,3.02,13,35.0076641169787,135.770246645503,Yakiniku (BBQ Beef) Korean cuisine,￥4000,￥4999,,
283,284,Osakenobijutsukan  ,Kyoto Shiyakusho Mae,Bar,Dining bar,3.06,6,35.0085134524901,135.769211136841,Bar Dining bar,￥1000,￥1999,￥1000,￥1999
284,285,wainandooyasaibarubejibaru  ,Shijo,Italian,Wine bar,3.51,33,35.0027690463108,135.756766378431,Italian Wine bar,￥4000,￥4999,￥2000,￥2999
285,286,kaitoshirowainnobarukakimaru  ,Kawaramachi,Bar,Izakaya (Tavern),3.31,10,35.00251012759,135.764738173613,Bar Izakaya (Tavern),￥3000,￥3999,,
286,287,Yudoufutakemura  ,Arashiyama,Tofu,Yuba,3.5,47,35.0174861567175,135.676820063458,Tofu Yuba,￥3000,￥3999,￥3000,￥3999
287,288,ajiromanishigamatei  ,Gion Shijo,Izakaya (Tavern),Kyoto Cuisine,3.12,27,35.0021249893934,135.770370779114,Izakaya (Tavern) Kyoto Cuisine,￥4000,￥4999,￥1000,￥1999
288,289,Giombansankyoushoku  ,Gion Shijo,Izakaya (Tavern),Tempura,3.0,5,35.0047439357398,135.773794540857,Izakaya (Tavern) Tempura,￥5000,￥5999,,
289,290,Kyouhorumonhana  ,Kujo,Izakaya (Tavern),Horumon (BBQ Offel),3.06,10,34.9816927982727,135.758354384477,Izakaya (Tavern) Horumon (BBQ Offel),￥2000,￥2999,,
290,291,Bar PLAYGROUND  ,Imadegawa,Bar,Wine bar,3.06,2,35.0295642817079,135.754755257071,Bar Wine bar,￥3000,￥3999,￥1000,￥1999
291,292,Kyameron  ,Kawaramachi,Steak,French,3.07,50,35.0007170141562,135.766347289201,Steak French,￥6000,￥7999,￥2000,￥2999
292,293,Sumibikazuya  ,Kawaramachi,Izakaya (Tavern),Seafood,3.51,21,35.0050144006436,135.770260932981,Izakaya (Tavern) Seafood,￥3000,￥3999,,
293,294,Kandumebaruamichi  ,Karasuma,Bar,Izakaya (Tavern),3.05,2,35.0063553793326,135.7549885285,Bar Izakaya (Tavern),￥3000,￥3999, ,￥999
294,295,Ikkakujuu  ,Shijo,Izakaya (Tavern),Teppanyaki,3.29,17,35.0024820185196,135.761502332533,Izakaya (Tavern) Teppanyaki,￥3000,￥3999,,
295,296,Jounetsushokusaikyoushoku  ,Kawaramachi,Seafood,Kyoto Cuisine,3.08,31,35.0033479812571,135.766979284898,Seafood Kyoto Cuisine,￥4000,￥4999,,
296,297,Yakinikumarutomi  ,Kawaramachi,Yakiniku (BBQ Beef),Izakaya (Tavern),3.06,3,35.0035826018361,135.769831034607,Yakiniku (BBQ Beef) Izakaya (Tavern),￥4000,￥4999,￥1000,￥1999
297,298,toriiebisu  ,Kyoto,Seafood,Izakaya (Tavern),3.51,20,34.9828907544875,135.76000280353,Seafood Izakaya (Tavern),￥4000,￥4999,,
298,299,Kyoutokeburikawa  ,  Kameoka,Ryokan,Auberge,3.42,27,35.0218892615986,135.499870945225,Ryokan Auberge,￥8000,￥9999,￥2000,￥2999
299,300,Gionyamamoto  ,Gion Shijo,Kaiseki (Traditional Japanese),Kyoto Cuisine,3.06,2,35.0053383546023,135.775969888382,Kaiseki (Traditional Japanese) Kyoto Cuisine,￥10000,￥14999,￥10000,￥14999
300,301,Kappouyoshizen  ,Gion Shijo,Kappo (Traditional Japanese),Kaiseki (Traditional Japanese),3.58,16,35.0014552168919,135.779293680016,Kappo (Traditional Japanese) Kaiseki (Traditional Japanese),￥10000,￥14999,￥10000,￥14999
301,302,Nikuryouritobatoyo  ,Karasuma,Beef dishes,Wine bar,3.04,3,35.0064328735181,135.755130179835,Beef dishes Wine bar,￥4000,￥4999, ,￥999
302,303,jikidoukagura  ,Nijojo Mae,Kappo (Traditional Japanese),Izakaya (Tavern),3.04,2,35.0121961386775,135.754713004686,Kappo (Traditional Japanese) Izakaya (Tavern),￥4000,￥4999,,
303,304,itaria-nasagura  ,Gion Shijo,Italian,Wine bar,3.59,76,35.0045350229217,135.771145326048,Italian Wine bar,￥8000,￥9999,￥3000,￥3999
304,305,Puranchaken  ,Gion Shijo,Steak,Creative cuisine,3.53,10,35.0042977378753,135.776475880344,Steak Creative cuisine,￥8000,￥9999,,
305,306,Bansankyoushoku  ,Karasuma,Yakitori (Grilled chicken),Izakaya (Tavern),3.31,23,35.0040813327449,135.76384067581,Yakitori (Grilled chicken) Izakaya (Tavern),￥3000,￥3999,,
306,307,Azuki  ,Keihan Yamashina,Izakaya (Tavern),Seafood,3.0,23,34.9901706761905,135.816001428781,Izakaya (Tavern) Seafood,￥4000,￥4999,,
307,308,Ichibakouji  ,Kyoto,Dining bar,Creative cuisine,3.5,68,34.9858523371143,135.757423992455,Dining bar Creative cuisine,￥4000,￥4999,￥1000,￥1999
308,309,Sumikatominokouji  ,Kawaramachi,Izakaya (Tavern),Seafood,3.52,60,35.0043096613632,135.764968904931,Izakaya (Tavern) Seafood,￥3000,￥3999,,
309,310,zensekikoshitsuizakayasakurakomachi  ,Kawaramachi,Izakaya (Tavern),Seafood,3.0,5,35.0038544390544,135.765356949219,Izakaya (Tavern) Seafood,￥3000,￥3999,,
310,311,Imomatsu  ,Kyoto,Izakaya (Tavern),Motsu Nabe (Offel Hot Pot),3.07,9,34.9893468710734,135.756372811629,Izakaya (Tavern) Motsu Nabe (Offel Hot Pot),￥3000,￥3999,,
311,312,Rakuchin  ,Gion Shijo,Kushi-age (Fried Skewer),Japanese food (other),3.31,5,35.0045670238658,135.774575873002,Kushi-age (Fried Skewer) Japanese food (other),￥6000,￥7999,,
312,313,Mogu piatti  ,Karasuma Oike,Italian,Bar,3.04,4,35.0085049812238,135.761262630687,Italian Bar,￥3000,￥3999,￥1000,￥1999
313,314,sute-kihausupondo  ,Kawaramachi,Steak,Western Food (Other),3.31,40,35.0039567310859,135.769979893907,Steak Western Food (Other),￥5000,￥5999,￥1000,￥1999
314,315,Taichirouya  ,Nishikyogoku,Izakaya (Tavern),Seafood,3.05,3,34.991173868241,135.718639746247,Izakaya (Tavern) Seafood,￥5000,￥5999,,
315,316,Yakinikuhorumongyuuteruryourianiki  ,Shijo Omiya,Yakiniku (BBQ Beef),Horumon (BBQ Offel),3.14,14,35.0033891092207,135.743624608845,Yakiniku (BBQ Beef) Horumon (BBQ Offel),￥3000,￥3999, ,￥999
316,317,shioriya  ,Shijo,Izakaya (Tavern),Seafood,3.01,25,35.001216019068,135.760142503755,Izakaya (Tavern) Seafood,￥4000,￥4999,,
317,318,Bar MICHIya  ,Sanjo,Bar,Bar,3.26,46,35.0092109015368,135.77056488119,Bar Bar,￥3000,￥3999,,
318,319,Kushidainigusumiyakiromanya  ,Shijo,Izakaya (Tavern),Yakitori (Grilled chicken),3.03,14,35.0039426316597,135.757840347188,Izakaya (Tavern) Yakitori (Grilled chicken),￥3000,￥3999,,
319,320,Daniel's Luce   ,Kyoto,Italian,,3.04,2,34.9877804938527,135.759120984966,Italian nan,￥3000,￥3999,,
320,321,Trattoria La Voce  ,Karasuma,Italian,Pasta,3.5,76,35.0046017230065,135.757564228663,Italian Pasta,￥4000,￥4999,￥1000,￥1999
321,322,Saketosakanatootokomaeshokudou  ,Kyoto,Izakaya (Tavern),Seafood,3.0,5,34.9876927501597,135.760535038236,Izakaya (Tavern) Seafood,￥3000,￥3999,￥3000,￥3999
322,323,Karyou  ,Gion Shijo,Kyoto Cuisine,Kaiseki (Traditional Japanese),3.68,56,35.0017880519702,135.774576246268,Kyoto Cuisine Kaiseki (Traditional Japanese),￥10000,￥14999,￥5000,￥5999
323,324,Kyoutotawahoteruokujoubiagaden  ,Kyoto,Beer garden,BBQ,3.04,15,34.9874299906819,135.759973708063,Beer garden BBQ,￥3000,￥3999,￥4000,￥4999
324,325,kyouchabana  ,Kyoto,Okonomiyaki,Izakaya (Tavern),3.12,23,34.9890817057776,135.756957771377,Okonomiyaki Izakaya (Tavern),￥2000,￥2999,,
325,326,giwonizakayamomojirou  ,Gion Shijo,Izakaya (Tavern),Seafood,3.04,15,35.0058602258918,135.774977446776,Izakaya (Tavern) Seafood,￥5000,￥5999,,
326,327,zeppinryokuchadashishabunoomiseiemon  ,Kyoto,Izakaya (Tavern),Japanese food (other),3.06,5,34.9894075723193,135.760854377206,Izakaya (Tavern) Japanese food (other),￥3000,￥3999,,
327,328,Kyo gastronomy KOZO  ,Marutamachi,French,Kyoto Cuisine,3.06,12,35.0163828159497,135.765054453067,French Kyoto Cuisine,￥6000,￥7999,￥3000,￥3999
328,329,Teramachihambagugokurakutombo  ,Kyoto Shiyakusho Mae,Hamburger Steak,Western Cuisine,3.04,6,35.0141669829842,135.767409637268,Hamburger Steak Western Cuisine,￥3000,￥3999,￥1000,￥1999
329,330,Karasumarugenkiichiba  ,Karasuma Oike,Izakaya (Tavern),Seafood,3.04,12,35.0103744674258,135.759198271613,Izakaya (Tavern) Seafood,￥3000,￥3999,,
330,331,Ikkon  ,Nijojo Mae,Kappo (Traditional Japanese),,3.06,4,35.0112701139966,135.753990607315,Kappo (Traditional Japanese) nan,￥4000,￥4999,,
331,332,Taketorineo  ,Kuramaguchi,Izakaya (Tavern),Yakitori (Grilled chicken),3.15,11,35.0378468163278,135.759746961168,Izakaya (Tavern) Yakitori (Grilled chicken),￥4000,￥4999,,
332,333,kyouyasaitosousakuryourinakaya  ,Saiin,Izakaya (Tavern),Dandan noodles,3.04,12,35.0023578901548,135.731129582924,Izakaya (Tavern) Dandan noodles,￥3000,￥3999,,
333,334,Grelot  ,Gion Shijo,French,Western Cuisine,3.45,16,35.0018373086887,135.774166588229,French Western Cuisine,￥6000,￥7999,￥3000,￥3999
334,335,kyoutoteppantachibana  ,Shijo,Teppanyaki,Okonomiyaki,3.03,11,35.0014512421299,135.758450411231,Teppanyaki Okonomiyaki,￥3000,￥3999, ,￥999
335,336,Itameshioriva  ,Gion Shijo,Italian,Bar,3.27,5,35.0057597431616,135.771006226111,Italian Bar,￥3000,￥3999,,
336,337,CRAFT BEER & PIZZA 100K HYAKKEI  ,Kyoto,Italian,Pizza,3.0,8,34.9893520231614,135.760880488706,Italian Pizza,￥1000,￥1999, ,￥999
337,338,Shunsaidaininguitokoya  ,Sanjo,Izakaya (Tavern),Vegetable dishes,3.06,4,35.0074399660058,135.769772528532,Izakaya (Tavern) Vegetable dishes,￥3000,￥3999,,
338,339,Izakayaanji  ,Karasuma Oike,Izakaya (Tavern),Seafood,3.45,67,35.0072117782955,135.760809394537,Izakaya (Tavern) Seafood,￥3000,￥3999,,
339,340,Bankokugaden  ,Marutamachi,Thailand cooking,Thai Curry,3.08,34,35.0157125849768,135.763629880014,Thailand cooking Thai Curry,￥2000,￥2999, ,￥999
340,341,Yakinikubaruyaruki  ,Kawaramachi,Yakiniku (BBQ Beef),Bar,3.06,4,35.0054373353702,135.769367061125,Yakiniku (BBQ Beef) Bar,￥3000,￥3999,,
341,342,Osuteriaebaruporenta  ,Kawaramachi,Italian,Wine bar,3.53,22,35.0006859178841,135.767006402561,Italian Wine bar,￥5000,￥5999,,
342,343,Tajimaya  ,Kyoto,Shabu Shabu (Japanese Steamboat),Sukiyaki,3.0,26,34.9880843488581,135.759041810885,Shabu Shabu (Japanese Steamboat) Sukiyaki,￥2000,￥2999, ,￥999
343,344,Torisei  ,Kyoto,Izakaya (Tavern),Yakitori (Grilled chicken),3.16,21,34.9875610768654,135.75934930944,Izakaya (Tavern) Yakitori (Grilled chicken),￥2000,￥2999, ,￥999
344,345,Old School wine and spirits  ,Kyoto Shiyakusho Mae,Dining bar,Bar,3.06,6,35.0120894040715,135.76607262174,Dining bar Bar,￥3000,￥3999,,
345,346,Tsubakurosupponshokudou  ,Sanjo,Suppon (Soft-shelled Turtle),Hot Pot (other),3.09,23,35.0102819004551,135.770700098427,Suppon (Soft-shelled Turtle) Hot Pot (other),￥4000,￥4999,,
346,347,Rudensu  ,Marutamachi,Italian,Vegetable dishes,3.46,4,35.0139657947104,135.761760115723,Italian Vegetable dishes,￥10000,￥14999,￥5000,￥5999
347,348,zensekikoshitsuizakayataketorigoten  ,Keihan Yamashina,Izakaya (Tavern),Yakitori (Grilled chicken),3.0,6,34.9915094340712,135.816699086979,Izakaya (Tavern) Yakitori (Grilled chicken),￥3000,￥3999,,
348,349,Arata  ,Omiya,Okonomiyaki,Teppanyaki,3.3,3,35.0037826261259,135.752575088963,Okonomiyaki Teppanyaki,￥2000,￥2999, ,￥999
349,350,Hachisei  ,Tambaguchi,Kyoto Cuisine,Kaiseki (Traditional Japanese),3.02,4,34.9951733748197,135.746687788271,Kyoto Cuisine Kaiseki (Traditional Japanese),￥6000,￥7999,￥2000,￥2999
350,351,Sentojemusukurabu  ,Gion Shijo,Bar,,3.09,47,35.0028213092513,135.770682665597,Bar nan,￥2000,￥2999,,
351,352,Kyoutonishikitempurasakabataneshichi  ,Karasuma,Tempura,Izakaya (Tavern),3.06,12,35.0047299012145,135.763226478858,Tempura Izakaya (Tavern),￥2000,￥2999, ,￥999
352,353,Roti Chicken&Jackie Tacos  ,Shijo,Mexico cuisine,Bar,3.53,67,35.0004287056027,135.760199999643,Mexico cuisine Bar,￥2000,￥2999,￥1000,￥1999
353,354,Gurugurudon  ,Nijo,Okonomiyaki,Teppanyaki,3.05,1,35.0123167108515,135.740500012855,Okonomiyaki Teppanyaki,￥2000,￥2999, ,￥999
354,355,Rohan  ,Karasuma,Izakaya (Tavern),Seafood,3.05,11,35.0052369832686,135.760451459631,Izakaya (Tavern) Seafood,￥2000,￥2999,,
355,356,Jukuseiyakinikupondo  ,Kyoto,Yakiniku (BBQ Beef),Horumon (BBQ Offel),3.13,14,34.9891072870517,135.758586801575,Yakiniku (BBQ Beef) Horumon (BBQ Offel),￥5000,￥5999,￥1000,￥1999
356,357,kyoumachiyaitarianronkusu  ,Kawaramachi,Italian,Sumibiyaki,3.0,15,35.0003212201544,135.766175377257,Italian Sumibiyaki,￥5000,￥5999,￥2000,￥2999
357,358,Shunkouhinaka  ,Gion Shijo,Kappo (Traditional Japanese),Kyoto Cuisine,3.05,9,35.0048563722425,135.770847835959,Kappo (Traditional Japanese) Kyoto Cuisine,￥5000,￥5999,,
358,359,Fujiwara  ,Gion Shijo,Kappo (Traditional Japanese),Kyoto Cuisine,3.55,20,35.0045742678926,135.77586854309,Kappo (Traditional Japanese) Kyoto Cuisine,￥10000,￥14999,,
359,360,Tarou  ,Imadegawa,Kappo (Traditional Japanese),Seafood,3.02,6,35.0242467837948,135.754118610327,Kappo (Traditional Japanese) Seafood,￥3000,￥3999, ,￥999
360,361,Osakekafepuchipuchi  ,Kawaramachi,Nihonshu (Japanese sake),Cafe,3.05,4,35.0065819395963,135.766187032479,Nihonshu (Japanese sake) Cafe,￥2000,￥2999,,
361,362,MAWARI  ,Kawaramachi,Yakiniku (BBQ Beef),Korean cuisine,3.0,9,35.0065861638027,135.769507034336,Yakiniku (BBQ Beef) Korean cuisine,￥3000,￥3999,,
362,363,Oumiyaseiemon  ,Marutamachi,European-style Curry,Curry rice,3.54,97,35.0175594520648,135.754607766489,European-style Curry Curry rice,￥1000,￥1999,￥1000,￥1999
363,364,Sanji  ,Marutamachi,Izakaya (Tavern),Japanese food (other),3.05,13,35.013811914261,135.761300994272,Izakaya (Tavern) Japanese food (other),￥3000,￥3999, ,￥999
364,365,Kyouryourimaiko  ,Gion Shijo,Kyoto Cuisine,Kaiseki (Traditional Japanese),3.01,9,35.002949205254,135.774788811343,Kyoto Cuisine Kaiseki (Traditional Japanese),￥6000,￥7999,￥3000,￥3999
365,366,waingurashiori  ,Kyoto,Wine bar,Izakaya (Tavern),3.0,2,34.9891792115284,135.757884078847,Wine bar Izakaya (Tavern),￥4000,￥4999,,
366,367,HOMURA  ,Sai,Yakiniku (BBQ Beef),Horumon (BBQ Offel),3.28,28,35.0034547821889,135.734845890448,Yakiniku (BBQ Beef) Horumon (BBQ Offel),￥4000,￥4999,,
367,368,Wine Bar Musée  ,Karasuma,Wine bar,Italian,3.21,22,35.0042900870239,135.757412588939,Wine bar Italian,￥6000,￥7999,,
368,369,Gokoumachiono  ,Kawaramachi,Izakaya (Tavern),Oden,3.22,6,35.0041808090447,135.766273524737,Izakaya (Tavern) Oden,￥4000,￥4999,,
369,370,Hamachou  ,Sanjo,Kaiseki (Traditional Japanese),Izakaya (Tavern),3.47,51,35.0092758869736,135.770129081058,Kaiseki (Traditional Japanese) Izakaya (Tavern),￥5000,￥5999,￥4000,￥4999
370,371,osakenobijutsukankyoutosanjoukarasumaretoropabu  ,Karasuma Oike,Bar,Pub,3.07,14,35.0088371264815,135.758890312416,Bar Pub,￥1000,￥1999, ,￥999
371,372,Sumibiyakinikuou  ,Nishioji Sanjo,Korean cuisine,Yakiniku (BBQ Beef),3.06,8,35.0098315859985,135.734037330666,Korean cuisine Yakiniku (BBQ Beef),￥5000,￥5999,,
372,373,Kichiri  ,Kawaramachi,Izakaya (Tavern),Dining bar,3.02,31,35.0058020791253,135.769399579361,Izakaya (Tavern) Dining bar,￥3000,￥3999,,
373,374,kyouyakiyomizuhonke  ,Karasuma,Izakaya (Tavern),Kyoto Cuisine,3.41,20,35.002351241466,135.763923526363,Izakaya (Tavern) Kyoto Cuisine,￥3000,￥3999,,
374,375,Itariankuatoro  ,Kyoto,Italian,,3.04,45,34.987430208611,135.75654871472,Italian nan,￥3000,￥3999,￥1000,￥1999
375,376,fu-zuba-shioriya  ,Fushimi Momoyama,Izakaya (Tavern),Seafood,3.08,27,34.9322170439724,135.762067187416,Izakaya (Tavern) Seafood,￥3000,￥3999,￥1000,￥1999
376,377,SinSin  ,Shijo,Bar,Chinese,3.14,9,35.0042709223101,135.757407034727,Bar Chinese,￥2000,￥2999,,
377,378,Kyoukarasuma  ,Marutamachi,Kappo (Traditional Japanese),Shabu Shabu (Japanese Steamboat),3.04,3,35.0170448658086,135.759240738747,Kappo (Traditional Japanese) Shabu Shabu (Japanese Steamboat),￥5000,￥5999,￥2000,￥2999
378,379,konana  ,Karasuma,Pasta,Cafe,3.0,21,35.0048187081379,135.761222248208,Pasta Cafe,￥1000,￥1999,￥1000,￥1999
379,380,Eijuan  ,Kyoto,Kyoto Cuisine,Kaiseki (Traditional Japanese),3.0,6,34.9868944053945,135.754991924237,Kyoto Cuisine Kaiseki (Traditional Japanese),￥5000,￥5999,￥2000,￥2999
380,381,Youfuushuzenumakarou  ,Higashi Muko,Izakaya (Tavern),Dining bar,3.0,1,34.9523586518418,135.707107768878,Izakaya (Tavern) Dining bar,￥2000,￥2999,,
381,382,kyoutogyuukaisekiinayoshi  ,Gion Shijo,Kaiseki (Traditional Japanese),Beef dishes,3.52,36,35.0061859589746,135.771232742776,Kaiseki (Traditional Japanese) Beef dishes,￥10000,￥14999,￥3000,￥3999
382,383,Sumibikushiyakitsujiya  ,Marutamachi,Yakitori (Grilled chicken),Izakaya (Tavern),3.19,29,35.0147078952308,135.759336949466,Yakitori (Grilled chicken) Izakaya (Tavern),￥3000,￥3999, ,￥999
383,384,Koji  ,Nijojo Mae,Western Cuisine,Buffet style,3.21,60,35.0126843848362,135.752712037275,Western Cuisine Buffet style,￥4000,￥4999,￥2000,￥2999
384,385,Iharada  ,Tambaguchi,Kyoto Cuisine,Kaiseki (Traditional Japanese),3.91,52,34.9905304922927,135.732212095897,Kyoto Cuisine Kaiseki (Traditional Japanese),￥10000,￥14999,,
385,386,gionkurashita  ,Gion Shijo,Kyoto Cuisine,Kaiseki (Traditional Japanese),3.39,20,35.0024242162741,135.775650326871,Kyoto Cuisine Kaiseki (Traditional Japanese),￥10000,￥14999,￥3000,￥3999
386,387,Furenchimanjunia  ,Shijo,Bistro,Seafood,3.39,9,35.0021886585341,135.758180121949,Bistro Seafood,￥3000,￥3999,,
387,388,Kaisen  ,Kawaramachi,Izakaya (Tavern),Seafood,3.04,3,35.0064297939584,135.769639808287,Izakaya (Tavern) Seafood,￥2000,￥2999,￥2000,￥2999
388,389,Karibunoutage  ,Okubo,Yakitori (Grilled chicken),Kushi-age (Fried Skewer),3.03,5,34.872628137959,135.776882179013,Yakitori (Grilled chicken) Kushi-age (Fried Skewer),￥4000,￥4999,,
389,390,Teppou  ,Fushimi,Izakaya (Tavern),Hot Pot (other),3.06,9,34.9464657545857,135.759598958588,Izakaya (Tavern) Hot Pot (other),￥4000,￥4999,,
390,391,Kyouryouriyumekaisekitaniguchi  ,Marutamachi,Kyoto Cuisine,Kaiseki (Traditional Japanese),3.51,6,35.0169202593955,135.765107757229,Kyoto Cuisine Kaiseki (Traditional Japanese),￥6000,￥7999,￥4000,￥4999
391,392,Kinnotsubasaerudoru  ,Karasuma,Izakaya (Tavern),Korean cuisine,3.0,23,35.0048165080561,135.762476310827,Izakaya (Tavern) Korean cuisine,￥3000,￥3999,￥1000,￥1999
392,393,Umekoujikorabo  ,Tambaguchi,Italian,Pasta,3.06,11,34.9895269742883,135.743251111435,Italian Pasta,￥3000,￥3999,￥1000,￥1999
393,394,Yoshina  ,Sanjo,Kyoto Cuisine,Kaiseki (Traditional Japanese),3.51,33,35.0067497862069,135.771155501009,Kyoto Cuisine Kaiseki (Traditional Japanese),￥5000,￥5999,,
394,395,Zakicchinsaruvatorekuomo  ,Kyoto,Italian,Cafe,3.49,196,34.9858523371143,135.757423992455,Italian Cafe,￥3000,￥3999,￥1000,￥1999
395,396,Kyounosakanakatsugi  ,Gion Shijo,Kappo (Traditional Japanese),Seafood,3.06,3,35.0046911089201,135.77066341444,Kappo (Traditional Japanese) Seafood,￥5000,￥5999,￥3000,￥3999
396,397,Kawamuraryourihei  ,Kawaramachi,Izakaya (Tavern),Japanese food (other),3.07,24,35.0052540277354,135.766282085724,Izakaya (Tavern) Japanese food (other),￥3000,￥3999,￥1000,￥1999
397,398,Kyoutokimurayahonten  ,Kyoto,Izakaya (Tavern),Motsu Nabe (Offel Hot Pot),3.0,48,34.9860593144037,135.760571777058,Izakaya (Tavern) Motsu Nabe (Offel Hot Pot),￥3000,￥3999,￥1000,￥1999
398,399,Kyouyakiyomizu  ,Kawaramachi,Izakaya (Tavern),Kyoto Cuisine,3.3,7,35.0045697208568,135.769967366724,Izakaya (Tavern) Kyoto Cuisine,￥3000,￥3999,,
399,400,Tsushima  ,Shijo Omiya,Izakaya (Tavern),Seafood,3.5,18,35.0050820424849,135.74699008473,Izakaya (Tavern) Seafood,￥1000,￥1999,￥3000,￥3999
400,401,Sherikurabu  ,Gion Shijo,Bar,Spain,3.39,21,35.0009147102712,135.778785413781,Bar Spain,￥5000,￥5999,,
401,402,kaisekifuransuryourigurumantachibana  ,Kyoto,French,Western Cuisine,3.18,12,34.9861619402937,135.752504664528,French Western Cuisine,￥8000,￥9999,￥4000,￥4999
402,403,THE ROCKIN' HEARTS  ,Uji,Dining bar,Curry rice,3.07,11,34.889690747805,135.801008073854,Dining bar Curry rice,￥1000,￥1999, ,￥999
403,404,wainshokudouumiusagi  ,Karasuma,Italian,Wine bar,3.13,21,35.0027436993863,135.763917675446,Italian Wine bar,￥4000,￥4999,￥1000,￥1999
404,405,Soufuku  ,Sanjo,Steak,Teppanyaki,3.03,5,35.01012486175,135.770703160959,Steak Teppanyaki,￥8000,￥9999,,
405,406,Baruagiyao  ,Gojo,Bar,Seafood,3.57,15,34.9966270833216,135.761165130109,Bar Seafood,￥5000,￥5999,,
406,407,Danieruzusore  ,Karasuma,Italian,Pizza,3.21,51,35.0054531107256,135.762710706494,Italian Pizza,￥3000,￥3999,￥1000,￥1999
407,408,Shuuhou  ,Kujo,Yakiniku (BBQ Beef),Horumon (BBQ Offel),3.06,6,34.9757873237877,135.758639077176,Yakiniku (BBQ Beef) Horumon (BBQ Offel),￥5000,￥5999,,
408,409,Amakudoparadhikambaikan  ,Imadegawa,Cafe,Italian,3.39,59,35.0313325028615,135.759160643125,Cafe Italian,￥3000,￥3999, ,￥999
409,410,Shikisaishiwori  ,Gion Shijo,Kyoto Cuisine,Seafood,3.2,6,35.0027274293996,135.770625174694,Kyoto Cuisine Seafood,￥5000,￥5999,￥2000,￥2999
410,411,Kyouwazentainotai  ,Karasuma,Kyoto Cuisine,Kaiseki (Traditional Japanese),3.42,3,35.0062114378682,135.757938580376,Kyoto Cuisine Kaiseki (Traditional Japanese),￥5000,￥5999,￥2000,￥2999
411,412,Nagamegawapontochouhana  ,Gion Shijo,Kaiseki (Traditional Japanese),Tofu,3.56,36,35.0046055709265,135.771145045046,Kaiseki (Traditional Japanese) Tofu,￥5000,￥5999,￥3000,￥3999
412,413,mekishikandaininguabokado  ,Sanjo,Mexico cuisine,Cafe,3.14,58,35.0087559447513,135.770252983596,Mexico cuisine Cafe,￥3000,￥3999,￥1000,￥1999
413,414,nikubaruginjirou  ,Kyoto,Bar,Steak,3.49,17,34.9891336592539,135.757792977399,Bar Steak,￥3000,￥3999,,
414,415,Kyoutofushimigura  ,Karasuma,Izakaya (Tavern),Seafood,3.05,5,35.0027396972202,135.762725866889,Izakaya (Tavern) Seafood,￥3000,￥3999,,
415,416,yakinikuyaruki  ,Saiin,Yakiniku (BBQ Beef),Izakaya (Tavern),3.0,30,34.9977514521275,135.731914452052,Yakiniku (BBQ Beef) Izakaya (Tavern),￥2000,￥2999,,
416,417,yakinikuyaruki  ,Sanjo,Yakiniku (BBQ Beef),Izakaya (Tavern),3.04,19,35.0079462997711,135.769717232034,Yakiniku (BBQ Beef) Izakaya (Tavern),￥2000,￥2999,,
417,418,Aburiya  ,Nishikyogoku,Yakiniku (BBQ Beef),Izakaya (Tavern),3.15,13,35.0003577472119,135.710698316273,Yakiniku (BBQ Beef) Izakaya (Tavern),￥4000,￥4999,,
418,419,nikudokoroikkou  ,Marutamachi,Yakiniku (BBQ Beef),Korean cuisine,3.04,12,35.0174966548827,135.75311233802,Yakiniku (BBQ Beef) Korean cuisine,￥4000,￥4999, ,￥999
419,420,yakinikuyaruki  ,Fushimi,Yakiniku (BBQ Beef),Izakaya (Tavern),3.02,21,34.9444605611656,135.752149669573,Yakiniku (BBQ Beef) Izakaya (Tavern),￥2000,￥2999,,
420,421,LOBUTA  ,Mototanaka,Izakaya (Tavern),Korean cuisine,3.05,2,35.0336198658327,135.78122509425,Izakaya (Tavern) Korean cuisine,￥2000,￥2999,,
421,422,OICHO  ,Kiyomizu Gojo,Fowl,Hot Pot (other),3.09,30,34.9994718807524,135.766988126642,Fowl Hot Pot (other),￥3000,￥3999,,
422,423,teppanyakiaoi  ,Kyoto,Teppanyaki,Japanese food (other),3.09,11,34.9861624957947,135.752504942257,Teppanyaki Japanese food (other),￥10000,￥14999,￥4000,￥4999
423,424,yakinikuyaruki  ,Nagitsuji,Yakiniku (BBQ Beef),Korean cuisine,3.01,24,34.9716026244763,135.813007137899,Yakiniku (BBQ Beef) Korean cuisine,￥2000,￥2999,,
